Sidenavn;Codename;URL;Total Interactions;Likes;Comments;Shares;Owned Post Views;Owned Views from Shares;Owned Total Views;Percentage Views from Owned Posts;Views on Shared Posts;Views While Live;Video Time;3-Min+ Videos;Loves;Wows;Hahas;Sads;Angrys;Cares;All Reactions;All Interaction Rate;Total Posts;Posts Per Day;Page Likes;Page Growth;Page Growth %;Page Followers;Page Follower Growth;Page Follower Growth %;Parti;Link;Politiker eller Partiside;Køn;Profil eller side;Kategori;Partileder;FTV kandidat;Month;Måned;Totale interaktioner per post;Kommentarer per post;Delinger per post;Videovisninger per videoopslag;Angry per post;Love per post;Reaktioner per post;Blok
Dan Jørgensen;danjorgensen;https://www.facebook.com/46151445835;20897;16716;1840;582;142564;27997;170561;84%;11603;0;19;1;1163;46;228;162;160;0;18475;1,09%;33;1;58215;372;0,64%;54090;463;1%;Socialdemokratiet;https://www,facebook,com/46151445835;Politiker;Mand;Side;MF'ere;;;20190615;201906;633;56;18;15840;5;35;560;Rød blok
Mette Frederiksen;mettefrederiksen.dk;https://www.facebook.com/57497067718;163424;124422;17974;3624;201148;33771;234919;86%;0;1258;7;0;14306;296;1142;720;940;0;141826;5,46%;34;1;91246;6431;7,58%;93005;6708;8%;Socialdemokratiet;https://www,facebook,com/57497067718;Politiker;Kvinde;Side;MF'ere;Partileder;;20190615;201906;4807;529;107;33525;28;421;4171;Rød blok
Pernille Rosenkrantz-Theil;pernillerosenkrantz;https://www.facebook.com/88419746037;17544;13554;2088;310;0;0;0;0%;4438;0;0;0;1286;35;122;58;91;0;15146;2,88%;16;1;38484;869;2,31%;37131;1073;3%;Socialdemokratiet;https://www,facebook,com/88419746037;Politiker;Kvinde;Side;MF'ere;;;20190615;201906;1097;131;19;0;6;80;947;Rød blok
Leif Lahn Jensen;LeifLahn;https://www.facebook.com/343938391806;4061;2925;731;112;9573;2977;12550;76%;0;0;6;0;184;13;42;13;41;0;3218;5,40%;19;1;3963;33;0,84%;3687;32;1%;Socialdemokratiet;https://www,facebook,com/343938391806;Politiker;Mand;Side;MF'ere;;;20190615;201906;214;38;6;1915;2;10;169;Rød blok
Kaare Dybvad Bek;kaaredybvad;https://www.facebook.com/117286478282546;11465;8072;2234;95;2312;1396;3708;62,00%;0;0;0;0;775;43;239;3;4;0;9136;15,63%;14;0;5459;452;9,03%;5530;495;10%;Socialdemokratiet;https://www,facebook,com/117286478282546;Politiker;Mand;Side;MF'ere;;;20190615;201906;819;160;7;2312;0;55;653;Rød blok
Nick Hækkerup;nickhaekkerup;https://www.facebook.com/118490798169181;1007;727;220;6;0;0;0;0%;0;0;0;0;47;2;1;3;1;0;781;1,34%;6;0;12572;130;1,04%;12234;190;2%;Socialdemokratiet;https://www,facebook,com/118490798169181;Politiker;Mand;Side;MF'ere;;;20190615;201906;168;37;1;0;0;8;130;Rød blok
Bjarne Laustsen;b.laustsen;https://www.facebook.com/127941830595839;1820;1565;118;24;2323;213;2536;92%;0;0;10;1;70;1;37;3;2;0;1678;2,38%;37;1;2074;29;1,42%;2042;30;1%;Socialdemokratiet;https://www,facebook,com/127941830595839;Politiker;Mand;Side;MF'ere;;;20190615;201906;49;3;1;387;0;2;45;Rød blok
Mette Gjerskov - Socialdemokratiet;mettegjerskov;https://www.facebook.com/130494840642224;8164;6023;955;166;2527;1259;3786;67%;404;0;0;0;522;83;355;13;47;0;7043;1,74%;41;1;11477;45;0,39%;11511;55;0%;Socialdemokratiet;https://www,facebook,com/130494840642224;Politiker;Kvinde;Side;MF'ere;;;20190615;201906;199;23;4;842;1;13;172;Rød blok
Morten Bødskov;mortenbodskov;https://www.facebook.com/131559313586863;924;715;145;16;17754;711;18465;96%;0;0;7;0;39;1;7;0;1;0;763;0,69%;13;0;10330;76;0,74%;10094;98;1%;Socialdemokratiet;https://www,facebook,com/131559313586863;Politiker;Mand;Side;MF'ere;;;20190615;201906;71;11;1;2536;0;3;59;Rød blok
Jeppe Kofod;jeppekofod;https://www.facebook.com/137685999659722;3793;3144;454;22;0;0;0;0%;0;0;0;0;140;15;7;2;9;0;3317;3,88%;4;0;24529;206;1%;23990;267;1%;Socialdemokratiet;https://www,facebook,com/137685999659722;Politiker;Mand;Side;MF'ere;;;20190615;201906;948;114;6;0;2;35;829;Rød blok
Simon Kollerup;simonkollerup;https://www.facebook.com/142316415896803;12359;9155;2301;290;10334;8377;18711;55%;4079;243;1;0;519;62;6;19;7;0;9768;6,93%;20;1;9088;379;4,35%;9101;382;4%;Socialdemokratiet;https://www,facebook,com/142316415896803;Politiker;Mand;Side;MF'ere;;;20190615;201906;618;115;15;5167;0;26;488;Rød blok
Jens Joel;jensjoel;https://www.facebook.com/143882519070566;7148;5718;735;156;3531;11;3542;100%;0;0;0;0;463;12;43;4;17;0;6257;4,65%;18;1;8581;73;0,86%;8257;69;1%;Socialdemokratiet;https://www,facebook,com/143882519070566;Politiker;Mand;Side;MF'ere;;;20190615;201906;397;41;9;3531;1;26;348;Rød blok
Ane Halsboe-Jørgensen;stemhalsboe;https://www.facebook.com/169938849689771;7453;5878;835;169;0;0;0;0%;0;0;0;0;496;2;67;3;3;0;6449;10,24%;17;1;4515;474;12%;4512;535;13%;Socialdemokratiet;https://www,facebook,com/169938849689771;Politiker;Kvinde;Side;MF'ere;;;20190615;201906;438;49;10;0;0;29;379;Rød blok
Thomas Jensen;thomasjensensilkeborg;https://www.facebook.com/190264547756813;2406;1897;282;95;15521;8819;24340;64%;1981;0;2;0;121;1;4;4;1;1;2029;2,63%;14;0;6562;96;1%;6421;98;2%;Socialdemokratiet;https://www,facebook,com/190264547756813;Politiker;Mand;Side;MF'ere;;;20190615;201906;172;20;7;5174;0;9;145;Rød blok
Henrik Dam Kristensen;henrikdamkristensen;https://www.facebook.com/216424988426628;4766;3581;807;58;3728;546;4274;87%;0;0;2;0;300;11;5;1;3;0;3901;12,20%;5;0;7996;366;5%;7912;389;5%;Socialdemokratiet;https://www,facebook,com/216424988426628;Politiker;Mand;Side;MF'ere;;;20190615;201906;953;161;12;1864;1;60;780;Rød blok
Kasper Sand Kjær;KasperSandK;https://www.facebook.com/223099558291164;4385;3382;509;83;11513;0;11513;100%;0;0;0;0;345;23;11;5;27;0;3793;21,46%;16;1;1371;189;16%;1380;183;15%;Socialdemokratiet;https://www,facebook,com/223099558291164;Politiker;Mand;Side;MF'ere;;;20190615;201906;274;32;5;11513;2;22;237;Rød blok
Mogens Jensen;mogensjensen;https://www.facebook.com/229737453706271;7975;6487;808;184;33105;1004;34109;97%;299;0;1;0;279;21;61;43;92;0;6983;1,71%;43;1;10954;212;1,97%;10672;271;2,61%;Socialdemokratiet;https://www,facebook,com/229737453706271;Politiker;Mand;Side;MF'ere;;;20190615;201906;185;19;4;16553;2;6;162;Rød blok
Bjørn Brandenborg;stembrandenborg;https://www.facebook.com/253692938327792;9243;7261;922;165;1758;1291;3049;58%;0;0;2;0;780;35;36;10;34;0;8156;19,46%;19;1;2681;367;15,86%;2700;371;15,93%;Socialdemokratiet;https://www,facebook,com/253692938327792;Politiker;Mand;Side;MF'ere;;;20190615;201906;486;49;9;1758;2;41;429;Rød blok
Astrid Krag;astrid.krag;https://www.facebook.com/256203941229187;59318;44055;9420;1079;23915;10618;34533;69%;0;0;2;0;3909;213;230;142;270;0;48819;5,01%;35;1;34111;628;2%;33043;707;2%;Socialdemokratiet;https://www,facebook,com/256203941229187;Politiker;Kvinde;Side;MF'ere;;;20190615;201906;1695;269;31;11958;8;112;1395;Rød blok
Niels Fuglsang;NfuglsangEP;https://www.facebook.com/264009771074617;2529;2262;104;33;0;0;0;0%;0;0;0;0;119;9;2;0;0;0;2392;8,14%;9;0;3465;23;0,67%;3559;20;0,57%;Socialdemokratiet;https://www,facebook,com/264009771074617;Politiker;Mand;Side;MEP'ere;;;20190615;201906;281;12;4;0;0;13;266;Rød blok
Benny Engelbrecht;BennyEngelbrecht;https://www.facebook.com/270431402967189;10750;8163;1664;279;10082;5177;15259;66%;0;1515;8;2;521;28;18;72;5;0;8807;2,29%;37;1;12815;263;2,10%;12491;310;2,54%;Socialdemokratiet;https://www,facebook,com/270431402967189;Politiker;Mand;Side;MF'ere;;;20190615;201906;291;45;8;1680;0;14;238;Rød blok
Jan Johansen;janjohansensocialdemokrat;https://www.facebook.com/274355482686293;2754;2104;313;183;7396;4979;12375;60%;1398;0;10;2;134;1;18;0;1;0;2258;5,84%;21;1;2260;33;1%;2253;34;2%;Socialdemokratiet;https://www,facebook,com/274355482686293;Politiker;Mand;Side;MF'ere;;;20190615;201906;131;15;9;925;0;6;108;Rød blok
Jesper Petersen;MFJesper;https://www.facebook.com/287814831337164;7436;5909;995;152;6692;1046;7738;86,00%;0;0;0;0;321;17;13;7;22;0;6289;5,75%;16;1;8141;154;2%;7998;150;2%;Socialdemokratiet;https://www,facebook,com/287814831337164;Politiker;Mand;Side;MF'ere;;;20190615;201906;465;62;10;6692;1;20;393;Rød blok
Henrik Møller;socialdemokratietihelsingor.dk;https://www.facebook.com/291780644793452;318;258;13;32;0;0;0;0%;413;0;0;0;10;0;4;1;0;0;273;21,36%;5;0;341;92;37%;342;74;28%;Socialdemokratiet;https://www,facebook,com/291780644793452;Politiker;Mand;Side;MF'ere;;;20190615;201906;64;3;6;0;0;2;55;Rød blok
Camilla Fabricius;CamFabricius;https://www.facebook.com/315126268991751;5006;3324;929;175;2195;524;2719;81%;0;279;1;0;556;11;7;4;0;0;3902;5,97%;23;1;3682;93;2,59%;3721;94;3%;Socialdemokratiet;https://www,facebook,com/315126268991751;Politiker;Kvinde;Side;MF'ere;;;20190615;201906;218;40;8;732;0;24;170;Rød blok
Rasmus Prehn;rasmus.prehn;https://www.facebook.com/325793724279369;11728;9103;1685;294;21559;5931;27490;78,00%;5152;0;6;0;502;21;39;21;63;0;9749;3,48%;39;1;8700;170;1,99%;8604;192;2,28%;Socialdemokratiet;https://www,facebook,com/325793724279369;Politiker;Mand;Side;MF'ere;;;20190615;201906;301;43;8;2156;2;13;250;Rød blok
Marianne Vind;MarianneVindEP;https://www.facebook.com/329236874385098;4043;2792;825;52;0;0;0;0%;0;0;0;0;346;26;2;0;0;0;3166;--;4;0;0;0;�%;2850;214;8%;Socialdemokratiet;https://www,facebook,com/329236874385098;Politiker;Kvinde;Side;MEP'ere;;;20190615;201906;1011;206;13;0;0;87;792;Rød blok
Jeppe Bruus;jeppe.bruus;https://www.facebook.com/340189926157676;5383;4074;775;184;8386;6084;14470;58%;0;0;4;0;296;19;22;2;11;0;4424;7,13%;20;1;3821;100;3%;3753;95;3%;Socialdemokratiet;https://www,facebook,com/340189926157676;Politiker;Mand;Side;MF'ere;;;20190615;201906;269;39;9;1198;1;15;221;Rød blok
Birgitte Vind;birgitte.vind.1;https://www.facebook.com/346547929246195;1156;894;111;45;850;119;969;88%;0;0;0;0;61;1;9;0;35;0;1000;6,83%;8;0;2149;82;4%;2310;76;3%;Socialdemokratiet;https://www,facebook,com/346547929246195;Politiker;Kvinde;Side;MF'ere;;;20190615;201906;145;14;6;850;4;8;125;Rød blok
Magnus Heunicke;heunicke;https://www.facebook.com/354144841359670;37963;30468;4124;772;120504;39845;160349;75%;0;0;5;0;1892;150;91;268;198;0;33067;6,80%;30;1;18972;724;4%;18925;909;5,05%;Socialdemokratiet;https://www,facebook,com/354144841359670;Politiker;Mand;Side;MF'ere;;;20190615;201906;1265;137;26;20084;7;63;1102;Rød blok
Christel Schaldemose;ChristelSchaldemose;https://www.facebook.com/424159230945271;2398;1936;222;62;0;0;0;0%;1230;0;0;0;126;13;0;4;35;0;2114;1,88%;10;0;12701;3;0,02%;12452;9;0%;Socialdemokratiet;https://www,facebook,com/424159230945271;Politiker;Kvinde;Side;MEP'ere;;;20190615;201906;240;22;6;0;4;13;211;Rød blok
Trine Bramsen;TrineBramsen;https://www.facebook.com/515338715236513;10764;8593;1131;131;0;0;0;0%;0;0;0;0;727;16;18;69;79;0;9502;5,89%;18;1;10300;291;3%;10386;350;3%;Socialdemokratiet;https://www,facebook,com/515338715236513;Politiker;Kvinde;Side;MF'ere;;;20190615;201906;598;63;7;0;4;40;528;Rød blok
Peter Hummelgaard;phummelgaard;https://www.facebook.com/526620377500921;11675;8837;1616;396;5753;2744;8497;68%;0;0;0;0;653;25;115;4;29;0;9663;6,88%;16;1;10939;678;6,61%;11121;766;7%;Socialdemokratiet;https://www,facebook,com/526620377500921;Politiker;Mand;Side;MF'ere;;;20190615;201906;730;101;25;5753;2;41;604;Rød blok
Mattias Tesfaye;stemtesfaye;https://www.facebook.com/591707450918919;24245;18721;2329;1146;0;0;0;0%;0;0;0;0;1383;43;550;25;47;1;20770;3,50%;14;0;50229;1600;3,29%;50870;1976;4,04%;Socialdemokratiet;https://www,facebook,com/591707450918919;Politiker;Mand;Side;MF'ere;;;20190615;201906;1732;166;82;0;3;99;1484;Rød blok
Orla Hav;havorla;https://www.facebook.com/694190270610140;254;236;10;0;0;0;0;0%;0;0;0;0;8;0;0;0;0;0;244;2,67%;6;0;1579;8;0,51%;1594;8;0,50%;Socialdemokratiet;https://www,facebook,com/694190270610140;Politiker;Mand;Side;MF'ere;;;20190615;201906;42;2;0;0;0;1;41;Rød blok
Malte Larsen;StemMalteLarsen;https://www.facebook.com/737317713017734;5193;4068;806;188;7305;12375;19680;37%;0;34;11;0;90;39;1;1;0;0;4199;5,54%;63;2;1543;125;8,82%;1515;125;8,99%;Socialdemokratiet;https://www,facebook,com/737317713017734;Politiker;Mand;Side;MF'ere;;;20190615;201906;82;13;3;406;0;1;67;Rød blok
Annette Lind;MFannettelind;https://www.facebook.com/879906758810052;3965;3115;573;71;3758;3777;7535;50%;0;0;1;0;186;13;6;0;1;0;3321;5,47%;14;0;5218;84;2%;5235;81;2%;Socialdemokratiet;https://www,facebook,com/879906758810052;Politiker;Kvinde;Side;MF'ere;;;20190615;201906;283;41;5;1253;0;13;237;Rød blok
Rasmus Horn Langhoff;rasmuslanghoff.dk;https://www.facebook.com/1085388398186784;3393;2652;482;59;0;0;0;0%;0;0;0;0;188;12;0;0;0;0;2852;3,21%;20;1;5283;48;1%;5285;45;1%;Socialdemokratiet;https://www,facebook,com/1085388398186784;Politiker;Mand;Side;MF'ere;;;20190615;201906;170;24;3;0;0;9;143;Rød blok
Lennart Damsbo-Andersen;lennartdamsboandersen;https://www.facebook.com/1360845367283397;265;158;13;88;2425;8314;10739;23%;0;0;4;0;6;0;0;0;0;0;164;11,35%;4;0;606;49;9%;619;48;8%;Socialdemokratiet;https://www,facebook,com/1360845367283397;Politiker;Mand;Side;MF'ere;;;20190615;201906;66;3;22;808;0;2;41;Rød blok
Christian Rabjerg Madsen;christian.rabjerg;https://www.facebook.com/1396459723941912;4619;3733;465;74;5546;266;5812;95,00%;591;0;0;0;237;21;21;10;58;0;4080;4,40%;28;1;3740;25;1%;3693;30;1%;Socialdemokratiet;https://www,facebook,com/1396459723941912;Politiker;Mand;Side;MF'ere;;;20190615;201906;165;17;3;5546;2;8;146;Rød blok
Anders Kronborg;kronborg.esbjerg;https://www.facebook.com/1396986243876509;4559;3782;456;104;935;2319;3254;29,00%;1169;0;0;0;99;6;79;14;19;0;3999;7,13%;42;1;1570;112;7,68%;1576;115;8%;Socialdemokratiet;https://www,facebook,com/1396986243876509;Politiker;Mand;Side;MF'ere;;;20190615;201906;109;11;2;935;0;2;95;Rød blok
Anne Paulin;AnnePaulin2;https://www.facebook.com/1418511451758028;6285;4863;843;118;0;0;0;0%;851;0;0;0;447;7;2;3;2;0;5324;10,39%;22;1;2806;128;5%;2772;127;5%;Socialdemokratiet;https://www,facebook,com/1418511451758028;Politiker;Kvinde;Side;MF'ere;;;20190615;201906;286;38;5;0;0;20;242;Rød blok
Nicolai Wammen;nicolaiwammen;https://www.facebook.com/1458354184437993;22810;17185;1734;2328;0;0;0;0%;0;0;0;0;1132;30;85;230;86;0;18748;6,57%;17;1;21086;1341;7%;21181;1517;8%;Socialdemokratiet;https://www,facebook,com/1458354184437993;Politiker;Mand;Side;MF'ere;;;20190615;201906;1342;102;137;0;5;67;1103;Rød blok
Kasper Roug;Roug.Kasper;https://www.facebook.com/1461584187395053;2360;1859;310;63;2992;3066;6058;49%;0;0;1;0;105;4;18;0;1;0;1987;8,13%;21;1;1402;48;4%;1374;45;3%;Socialdemokratiet;https://www,facebook,com/1461584187395053;Politiker;Mand;Side;MF'ere;;;20190615;201906;112;15;3;997;0;5;95;Rød blok
Daniel Toft Jakobsen;danieltoftjakobsen;https://www.facebook.com/1533981276841327;1548;1171;222;85;8982;4455;13437;67,00%;0;0;3;0;49;2;18;1;0;0;1241;11,78%;8;0;1650;22;1%;1678;21;1%;Socialdemokratiet;https://www,facebook,com/1533981276841327;Politiker;Mand;Side;MF'ere;;;20190615;201906;194;28;11;2994;0;6;155;Rød blok
Lea Wermelin;;https://www.facebook.com/1563091823994393;294;225;42;4;0;0;0;0%;0;0;0;0;19;0;2;1;1;0;248;10,12%;1;0;3033;254;9,14%;3105;328;12%;Socialdemokratiet;https://www,facebook,com/1563091823994393;Politiker;Kvinde;Side;MF'ere;;;20190615;201906;294;42;4;0;1;19;248;Rød blok
Rasmus Stoklund;rasmusstoklund;https://www.facebook.com/1675976205990131;8412;6845;921;165;2677;1659;4336;62%;1382;0;1;0;425;32;9;10;5;0;7326;6,63%;39;1;3277;73;2,28%;3269;75;2,35%;Socialdemokratiet;https://www,facebook,com/1675976205990131;Politiker;Mand;Side;MF'ere;;;20190615;201906;216;24;4;892;0;11;188;Rød blok
Lars Aslan Rasmussen;LarsAslanRasmussen;https://www.facebook.com/1826032357445650;15631;11976;1183;225;0;0;0;0%;6809;0;0;0;1242;59;843;89;14;0;14223;11,76%;17;1;7845;66;1%;14577;33;0%;Socialdemokratiet;https://www,facebook,com/1826032357445650;Politiker;Mand;Side;MF'ere;;;20190615;201906;919;70;13;0;1;73;837;Rød blok
Julie Skovsby;JulieSkovsbyMF;https://www.facebook.com/2134077580000490;1757;1421;215;42;373;123;496;75%;436;0;0;0;73;2;0;3;1;0;1500;2,43%;20;1;3591;16;0%;4156;15;0%;Socialdemokratiet;https://www,facebook,com/2134077580000490;Politiker;Kvinde;Side;MF'ere;;;20190615;201906;88;11;2;373;0;4;75;Rød blok
Margrete Auken;margreteauken;https://www.facebook.com/36730930417;2006;1463;165;62;0;0;0;0%;0;0;0;0;135;8;27;104;42;0;1779;1,99%;7;0;14417;33;0%;14125;36;0,26%;Socialistisk Folkeparti;https://www,facebook,com/36730930417;Politiker;Kvinde;Side;MEP'ere;;;20190615;201906;287;24;9;0;6;19;254;Rød blok
Pia Olsen Dyhr;pia.olsen.dyhr;https://www.facebook.com/49348971479;79041;57704;10385;2413;40142;3384;43526;92%;0;699;1;0;6655;201;596;491;596;0;66243;3,04%;37;1;71273;2157;3%;70570;2102;3%;Socialistisk Folkeparti;https://www,facebook,com/49348971479;Politiker;Kvinde;Side;MF'ere;Partileder;;20190615;201906;2136;281;65;13381;16;180;1790;Rød blok
Jacob Mark;stemjacobmark;https://www.facebook.com/69985338410;160078;121307;12365;3867;35653;2868;38521;93%;0;5359;1;0;17039;337;5087;36;40;0;143846;5,53%;51;2;58148;2836;5%;59665;2894;5%;Socialistisk Folkeparti;https://www,facebook,com/69985338410;Politiker;Mand;Side;MF'ere;;;20190615;201906;3139;242;76;17827;1;334;2821;Rød blok
SF;sfparti;https://www.facebook.com/74796954245;24712;18895;2396;806;37025;5694;42719;87%;0;1334;5;0;2057;65;199;72;222;0;21510;1,58%;35;1;45290;1303;3%;44644;1287;3%;Socialistisk Folkeparti;https://www,facebook,com/74796954245;Partiside;Partiside;Side;Nationalt parti;;;20190615;201906;706;68;23;7405;6;59;615;Rød blok
Karina Lorentzen Dehnhardt;karinalorentzendehnhardt;https://www.facebook.com/116061635098137;7325;4744;1582;164;9431;1812;11243;84%;0;3;4;0;719;12;12;65;27;0;5579;6,46%;26;1;4422;150;4%;4352;145;3%;Socialistisk Folkeparti;https://www,facebook,com/116061635098137;Politiker;Kvinde;Side;MF'ere;;;20190615;201906;282;61;6;1347;1;28;215;Rød blok
Astrid Carøe;AstridCaroe;https://www.facebook.com/207867859816558;2892;1938;337;75;0;0;0;0%;0;0;0;0;520;13;7;2;0;0;2480;16,19%;12;0;1557;136;10%;1569;135;9%;Socialistisk Folkeparti;https://www,facebook,com/207867859816558;Politiker;Kvinde;Side;MF'ere;;;20190615;201906;241;28;6;0;0;43;207;Rød blok
Ina Strøjer-Schmidt - SF’s Folketingsmedlem i Københavns omegnskommuner;sf.ina.sf;https://www.facebook.com/211409879739775;380;277;61;1;0;0;0;0%;0;0;0;0;35;6;0;0;0;0;318;25,66%;2;0;849;217;34,34%;886;226;34,24%;Socialistisk Folkeparti;https://www,facebook,com/211409879739775;Politiker;Kvinde;Side;MF'ere;;;20190615;201906;190;31;1;0;0;18;159;Rød blok
Carl Valentin;CarlValentinSF;https://www.facebook.com/323782467803321;14055;10489;1090;191;12916;3842;16758;77%;1351;0;4;1;2062;78;110;20;15;0;12774;7,60%;26;1;7513;809;12,07%;7523;753;11%;Socialistisk Folkeparti;https://www,facebook,com/323782467803321;Politiker;Mand;Side;MF'ere;;;20190615;201906;541;42;7;6458;1;79;491;Rød blok
Signe Munk;signe.munk.5;https://www.facebook.com/350242375125258;10904;8218;1312;266;5131;1557;6688;77,00%;0;0;1;0;940;20;46;43;59;0;9326;7,95%;34;1;4148;242;6,20%;4112;251;6,50%;Socialistisk Folkeparti;https://www,facebook,com/350242375125258;Politiker;Kvinde;Side;MF'ere;;;20190615;201906;321;39;8;2566;2;28;274;Rød blok
Trine Torp;sftrine;https://www.facebook.com/673183069445618;4879;3646;622;103;4127;6168;10295;40%;0;0;2;0;478;11;10;9;0;0;4154;10,70%;17;1;2805;246;9,61%;2868;248;9,47%;Socialistisk Folkeparti;https://www,facebook,com/673183069445618;Politiker;Kvinde;Side;MF'ere;;;20190615;201906;287;37;6;1376;0;28;244;Rød blok
Karsten Hønge;karstenhoenge;https://www.facebook.com/1246666085407861;12967;9370;1775;521;7073;1446;8519;83%;0;0;2;0;563;40;556;13;129;0;10671;3,82%;28;1;12211;176;1,46%;12610;222;2%;Socialistisk Folkeparti;https://www,facebook,com/1246666085407861;Politiker;Mand;Side;MF'ere;;;20190615;201906;463;63;19;2358;5;20;381;Rød blok
Kirsten Normann Andersen;KirstenNormannAndersen;https://www.facebook.com/1282577791766364;10279;7590;1121;563;11002;3686;14688;75%;0;0;2;0;736;28;27;186;28;0;8595;5,08%;24;1;8512;182;2,18%;8647;171;2%;Socialistisk Folkeparti;https://www,facebook,com/1282577791766364;Politiker;Kvinde;Side;MF'ere;;;20190615;201906;428;47;23;3667;1;31;358;Rød blok
Kira Marie Peter-Hansen;Kira.M.P.Hansen;https://www.facebook.com/1497190180404355;3123;2295;262;87;2884;1703;4587;63%;0;0;1;0;369;28;3;45;34;0;2774;5,17%;15;1;4151;251;6,44%;4252;225;5,59%;Socialistisk Folkeparti;https://www,facebook,com/1497190180404355;Politiker;Kvinde;Side;MEP'ere;;;20190615;201906;208;17;6;2884;2;25;185;Rød blok
Lisbeth Bech-Nielsen;LisbethBechNielsen1;https://www.facebook.com/1559060601030590;8839;6616;997;258;0;0;0;0%;671;671;0;0;733;53;77;84;21;0;7584;3,71%;26;1;9226;160;2%;9264;162;2%;Socialistisk Folkeparti;https://www,facebook,com/1559060601030590;Politiker;Kvinde;Side;MF'ere;;;20190615;201906;340;38;10;0;1;28;292;Rød blok
Anne Valentina Berthelsen;stem.anne.valentina;https://www.facebook.com/1701135240186838;1677;1235;186;30;0;0;0;0%;0;0;0;0;209;11;0;0;6;0;1461;11,59%;6;0;2459;104;4%;2483;104;4%;Socialistisk Folkeparti;https://www,facebook,com/1701135240186838;Politiker;Kvinde;Side;MF'ere;;;20190615;201906;280;31;5;0;1;35;244;Rød blok
Halime Oguz;HalimeSF;https://www.facebook.com/1871802986266834;5382;3702;927;65;0;0;0;0%;0;0;0;0;646;20;2;12;8;0;4390;12,79%;9;0;4847;340;7,54%;6758;290;4,48%;Socialistisk Folkeparti;https://www,facebook,com/1871802986266834;Politiker;Kvinde;Side;MF'ere;;;20190615;201906;598;103;7;0;1;72;488;Rød blok
